"Site","Year","Month","dd","ff","tmin","t","tmax","td","p0","p","ewm","um","sshn","radglo24","evt","ewsm","nm","umax","umin","tsoil_m","rrr"
"40745",1974,5,52.78,1.23,11.26,19.83,27.58,7.56,901.79,1011.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5
"40745",1974,6,57.79,1.67,14.23,23.92,31.97,8.25,899.26,1006.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.7
"40745",1974,7,75.2,2.55,17.68,25.96,33.42,10.37,898.26,1004.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1974,8,62.06,2.04,12.29,22.61,31.29,6.12,900.41,1008.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1974,9,51.25,1.42,9.63,18.77,27.4,3.73,903.89,1014.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1974,10,46.17,0.77,0.74,11.55,21.94,-2.44,908.16,1022.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1974,11,53,1,0.53,8.3,17.13,-0.69,908.48,1023.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3
"40745",1974,12,55.77,0.79,-5.35,0.54,8.32,-4.21,905.9,1024.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.5
"40745",1975,1,58.19,0.84,-5.29,-0.22,6.52,-4.58,906.55,1025.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.5
"40745",1975,2,65.98,1.28,-2.64,2.04,8.11,-2.27,903.62,1021.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18
"40745",1975,3,85.77,1.82,2.26,7.85,14.35,1.58,903.09,1017.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30
"40745",1975,4,60.08,1.27,6.23,14.22,21.4,3.8,904.16,1016.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.9
"40745",1975,5,70.12,1.92,10.71,20.36,28.48,5.5,901.8,1011.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.1
"40745",1975,6,65.58,2.04,13.47,25.17,33.83,5.54,899.07,1006.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1975,7,63.75,2.21,15.84,27.84,36.65,6.37,897.35,1003.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1975,8,41.49,1.95,14.42,24.83,33.61,5.57,899.39,1006.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1975,9,58.33,1.67,10.03,20.01,28.77,2.88,903.58,1013.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1975,10,57.94,1.23,3.1,11.94,21.19,-0.03,906.04,1019.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.8
"40745",1975,11,36,0.73,-1.83,4.54,12.23,-1.3,908.68,1025.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8
"40745",1975,12,35.44,0.69,-3.68,1.13,7.29,-2.19,907.31,1025.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.1
"40745",1976,1,37.94,0.64,-1.42,3.71,10.61,-0.99,903.15,1019.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.3
"40745",1976,2,61.29,1.37,-4,-0.27,4.76,-3.46,904.71,1023.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.6
"40745",1976,3,99.44,2,-0.39,3.96,9.13,-0.06,903.95,1020.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.8
"40745",1976,4,72.79,1.66,7.8,12.91,18.97,7.48,902.72,1015.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132
"40745",1976,5,80.36,1.9,12.61,19.5,26.45,10.95,901.8,1011.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28.2
"40745",1976,6,57.46,1.77,14.8,24.05,32.13,8.25,900.57,1008.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1976,7,48.43,1.78,16.87,26.43,34.94,8.95,896.88,1003.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"40745",1976,8,72.7,2,13.87,24.84,34.42,5.3,898.99,1006.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1976,9,54.96,1.36,10.37,20.25,29.3,3.62,903.28,1012.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1976,10,44.15,0.94,5.16,12.28,20.74,3.52,905.45,1018.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.4
"40745",1976,11,25,0.6,-3.73,3.74,13.3,-3.76,910.55,1028.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.6
"40745",1976,12,43.87,0.86,-3.58,1.29,7.74,-2.35,908.15,1026.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.1
"40745",1977,1,23.67,0.47,-10.81,-6.26,-0.48,-9.03,906.72,1028.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.2
"40745",1977,2,33.82,0.67,-3.96,2.85,10.89,-2.63,907.44,1025.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.2
"40745",1977,3,61.17,1.54,4.74,12.16,20.42,1.99,906.6,1020.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"40745",1977,4,59.5,1.4,9.23,15.98,23.13,4.87,901.1,1012.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.5
"40745",1977,5,47.66,1.32,11.71,19.74,27.61,7.06,902.25,1011.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.5
"40745",1977,6,50.71,1.84,16.53,26.25,35.33,8.55,898.05,1004.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6
"40745",1977,7,39.11,2.14,16.48,26.46,35.03,6.5,896.89,1003.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1977,8,45.24,1.74,14.9,24.29,33.23,6.63,899.84,1007.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1977,9,32.5,1.05,9.33,19.92,29.67,3.12,904.8,1014.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1977,10,45.85,1.02,5.58,12.75,20.68,3.83,906.93,1020.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.2
"40745",1977,11,23.25,0.32,3.3,8.25,15.23,4.01,906.57,1021.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
"40745",1977,12,28.75,0.61,-1.26,3.15,9.1,-0.53,906.48,1023.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24
"40745",1978,1,18.99,0.31,-6.03,-0.65,7.06,-4.97,906.31,1025.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.3
"40745",1978,2,44.29,0.92,-3.21,1.7,8.32,-1.48,906.13,1024.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.8
"40745",1978,3,59.4,1.26,1.42,7.55,14.74,1.83,903.26,1018.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.6
"40745",1978,4,68.75,1.5,8.33,15.04,22.4,6.18,899.83,1011.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.6
"40745",1978,5,81.33,1.93,11.35,18.48,26.03,9.1,900.94,1010.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36
"40745",1978,6,69.79,2.1,14.8,23.27,31.4,8.22,898.81,1006.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1978,7,53.67,2.26,16.58,26.13,34.32,7.64,899.01,1005.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1978,8,41.49,1.7,12.74,23.4,32.68,3.64,900.11,1008.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1978,9,27.58,0.7,9.2,20.69,31.27,3.59,902.75,1012.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1978,10,32.47,0.67,5.52,14.79,24.26,3.89,907.63,1020.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"40745",1978,11,23.05,0.41,0.13,4,9.28,0.67,909.14,1026.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.7
"40745",1978,12,14.64,0.26,-0.06,5.2,12.68,0.67,905.19,1021.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.5
"40745",1979,1,19.64,0.31,-4.1,0.44,6.35,-3.08,907.23,1026.22,5.07,76.08,NA,NA,NA,7.03,5.09,89.87,63.47,-4.93,95
"40745",1979,2,53.36,0.9,-0.07,5.22,9.29,0.53,903.14,1020.04,6.55,73.92,NA,NA,NA,9.36,6.15,90.68,57.61,-0.54,30.6
"40745",1979,3,37.79,0.66,1.77,8.76,13.19,2.4,903.65,1019.24,7.69,67.48,3.74,NA,NA,12.56,4.84,89.53,49.57,1.06,72.3
"40745",1979,4,66.63,1.38,9.53,17.46,22.7,7.94,902.55,1014.4,10.97,56.94,5.1,NA,NA,21.47,5.63,80.5,40.3,8.77,43.7
"40745",1979,5,78.19,2.06,8.39,19.37,23.9,5.08,903.89,1015.41,9.12,43.17,8.8,NA,NA,23.6,3.71,67.48,30.1,7.94,22
"40745",1979,6,63.9,1.93,13.43,22.98,31.23,6.67,901.82,1010.2,10.18,38.94,10.91,NA,NA,29.77,1.71,63.1,19.5,12.83,2
"40745",1979,7,54.19,2.38,16.9,27.29,36.03,6.73,899.16,1005.59,10.09,30.8,11.72,NA,NA,38.72,0.31,54.19,13.48,15.71,0
"40745",1979,8,61.25,2.16,13.68,23.83,32.9,3.95,900.26,1008.16,8.41,31.17,11.25,NA,NA,31.78,0.38,54.26,13.68,12.9,0
"40745",1979,9,63.17,1.64,10.17,20.44,30.5,4.14,905.69,1015.56,8.58,39,10.07,NA,NA,26.49,0.55,64.03,17.13,9.17,1
"40745",1979,10,47.98,0.99,7.84,16.29,26.03,5.14,906.44,1018.03,9.01,51.94,7.74,NA,NA,20.07,2.08,76.26,28.45,7.06,0
"40745",1979,11,35.79,0.57,-1.67,6.52,17.5,-3.46,909.76,1026.08,5.17,55.03,6.51,NA,NA,11.11,1.85,78.77,30.27,-2.4,3.2
"40745",1979,12,41.98,0.62,-1.65,3.9,11.35,-0.5,905.02,1021.8,6.05,75.24,4.25,NA,NA,8.61,3.89,91.61,51.06,-2.65,31.6
"40745",1980,1,45.44,0.77,-6.94,-1.33,5.81,-5.46,905.22,1024.51,4.27,76.28,4.54,NA,NA,6.11,3.57,91.39,54.39,-7.61,62
"40745",1980,2,41.68,0.74,-5.24,-0.78,4.76,-3.36,905.47,1024.57,5.11,83.23,3.76,NA,NA,6.29,5.18,94.83,65.97,-5.86,62.4
"40745",1980,3,76.61,1.37,2.48,7.42,13.71,3.39,903.13,1018.13,8.03,77.91,4.45,NA,NA,11.16,5.48,93.35,56.06,1.77,57.4
"40745",1980,4,65.88,1.48,10.17,17.59,25.97,8.48,901,1011.32,11.27,58.59,7.12,NA,NA,21.41,4.07,81.23,33.6,9.13,7.3
"40745",1980,5,55.2,1.35,12.45,20.59,28.52,8.64,902.09,1011.34,11.44,50.5,8.79,NA,NA,25.7,3.42,74.13,29.87,11.29,18.7
"40745",1980,6,77.83,2.05,15.13,24.48,32.7,6.84,899.97,1007.54,10.21,36.03,11.3,NA,NA,32.75,0.99,58.5,18.47,14.3,0.4
"40745",1980,7,68.71,2.06,16.81,27.18,35.55,7.05,898.77,1005.17,10.25,30.73,11.78,NA,NA,38.31,0.16,50.74,15.19,15.77,0
"40745",1980,8,60.44,1.56,14.32,24.05,33.1,8.94,900.6,1008.28,11.71,40.67,11.47,NA,NA,31.94,0.31,61.06,24.77,13.19,0
"40745",1980,9,58.92,1.28,8.83,19.47,29.93,6.95,903.69,1013.62,10.27,47.51,10.02,NA,NA,24.82,0.61,70.6,28.9,8.17,0
"40745",1980,10,52.38,0.88,4.77,13.14,22.65,3.89,905.57,1018.37,8.31,56.86,7.69,NA,NA,16.81,2.07,80.77,34.06,4.29,5
"40745",1980,11,40.96,0.59,3.1,9.79,18.6,2.81,906.37,1020.71,7.66,64.75,5.33,NA,NA,12.89,3.77,86.27,40.1,2.2,5.8
"40745",1980,12,28.75,0.55,-2.13,4.38,13.52,-2.01,905.42,1022.1,5.38,67.13,5.32,NA,NA,9.19,2.77,86.97,43.61,-2.77,7.2
"40745",1981,1,41.57,0.67,-1.71,3.49,10.94,-1.57,905.07,1022.09,5.54,72.31,4.61,NA,NA,8.29,3.55,89.97,48.26,-2.29,30.2
"40745",1981,2,58.71,1.19,-0.46,5.01,11.64,-0.68,903.54,1019.68,5.99,69.79,3.46,NA,NA,9.24,4.83,88.04,48,-0.96,26.3
"40745",1981,3,72.54,1.48,4.1,10.48,17.8,4.24,901.48,1014.94,8.53,68.09,5.56,NA,NA,13.49,4.63,90.81,44.45,3.61,51.7
"40745",1981,4,89.33,1.99,7.86,13.94,20.63,7.15,901.73,1013.67,10.61,66.84,6.17,NA,NA,17.24,4.58,87.2,45.83,7.69,69.9
"40745",1981,5,72.42,1.99,11.9,18.64,25.84,9.89,901.98,1011.93,12.31,60.42,8.7,NA,NA,22.56,3.08,82.71,38.1,11.45,66.7
"40745",1981,6,82.21,1.66,14.87,22.97,30.7,10.16,900.37,1008.44,12.89,47.49,9.92,NA,NA,29.53,2.1,69.3,28.4,14.17,22
"40745",1981,7,81.33,2.33,18.19,26.23,33.9,13.88,898.33,1004.76,15.98,49.07,10.96,NA,NA,35.8,1.1,69.32,31.9,17.42,1.8
"40745",1981,8,32.06,1.75,14.74,24.04,32.74,11.49,900.57,1008.19,13.7,47.76,11.64,NA,NA,31.69,0.31,68.94,27.94,14.26,0
"40745",1981,9,52.54,1.59,10.23,19.74,29.67,8.39,905.42,1015.41,11.35,51.45,10.41,NA,NA,25.33,0.65,73.5,29.27,9.77,15.6
"40745",1981,10,27.14,0.65,4.52,12.21,20.97,4.98,908.71,1022.25,9.02,64.38,7.24,NA,NA,15.25,2.31,85.45,41.71,4.23,21.1
"40745",1981,11,34.71,0.81,0.73,8.31,18.53,1.29,905.62,1020.55,6.83,64.02,6.54,NA,NA,12.04,1.85,85.27,40.67,-0.07,7
"40745",1981,12,11.01,0.21,-1.39,3.93,11.77,-0.25,905.9,1022.79,6.13,76.37,3.85,NA,NA,8.7,3.63,90.39,57.48,-2.16,38.2
"40745",1982,1,31.21,0.83,-6.11,-1.06,6.11,-3.75,904.89,1024,5.02,82.62,4.08,NA,NA,6.22,3.91,93.06,65.71,-6.71,74.8
"40745",1982,2,65.8,1.36,-3.81,0.28,5.94,-2.59,903.46,1021.74,5.23,81.98,3.71,NA,NA,6.54,4.48,93.3,64.48,-5,61.1
"40745",1982,3,85.65,1.99,1.02,5.79,12.4,2.02,902.8,1018.48,7.26,78.41,4.79,NA,NA,9.88,4.9,93.26,60.9,-0.06,104
"40745",1982,4,68.62,1.52,8.08,16.01,24.53,8.41,903.04,1014.27,11.26,63.92,8.2,NA,NA,19.62,3.01,87.4,37.63,7.23,11.2
"40745",1982,5,74.76,1.96,11.53,19.53,27.46,10.35,905.27,1015.24,13.04,58.49,8.95,NA,NA,24.06,3.04,79.87,38.81,10.53,44.2
"40745",1982,6,85.92,2.45,14.71,23.51,31.39,11.73,901.04,1008.9,13.96,48.97,11.1,NA,NA,30.47,0.96,70.63,29.3,12.97,3.1
"40745",1982,7,72.38,2.24,15.6,25.57,34.19,11.67,898.19,1004.97,14.01,44.7,12.05,NA,NA,34.81,0.54,64.42,25.84,14.48,0
"40745",1982,8,72.74,2.27,13.81,23.06,31.82,10.64,900.54,1008.56,13.2,46.73,11.45,NA,NA,30.24,0.5,68.19,28.48,13.23,0
"40745",1982,9,75.54,1.59,8.46,18.21,27.91,7.82,905.26,1015.84,10.85,53.18,10.17,NA,NA,22.66,0.5,76.47,33.17,8.22,0
"40745",1982,10,93.1,1.75,7.2,12.75,20.32,7.72,906.28,1019.19,10.99,73.82,5.03,NA,NA,15.93,4.32,90,54.19,6.43,36.6
"40745",1982,11,58.75,1.14,0.19,4.05,9.79,1.18,908.39,1025.51,6.81,82.51,3.21,NA,NA,8.55,4.96,95,65.57,-0.33,24.2
"40745",1982,12,46.73,0.65,-5.52,-0.6,6.99,-4.01,907.27,1026.5,4.84,80.7,4.55,NA,NA,6.3,2.6,93.67,56.73,-6.4,41
"40745",1983,1,93.19,1.54,-4.3,0.64,7.35,-2.99,905.45,1023.86,5.18,78.04,4.5,NA,NA,7,3.6,91.16,57.06,-4.74,33.2
"40745",1983,2,87.99,1.28,-2.33,4.49,12.86,-1.12,903.65,1020.04,5.81,70.28,6.58,NA,NA,9.01,2.45,90.96,43.79,-3,15
"40745",1983,3,102.34,1.96,-0.03,5.66,12.45,0.43,904.05,1019.97,6.41,71.52,6.56,NA,NA,9.72,3.64,89.71,50.81,-0.65,83.1
"40745",1983,4,86.21,1.84,7.88,13.62,20.29,7.99,902.55,1014.7,10.92,71.66,5.82,NA,NA,16.41,4.71,89.27,49.93,7.27,96.8
"40745",1983,5,89.52,1.81,12.71,19.51,26.97,12.29,901.91,1011.41,14.55,66.07,7.78,NA,NA,23.73,3.79,87.45,43.19,11.87,66.8
"40745",1983,6,77.21,1.85,15.85,24.51,32.56,12.58,901.08,1008.58,14.78,49.96,11.21,NA,NA,32.59,1.17,72.6,30.17,15.14,1.3
"40745",1983,7,65.44,1.7,18.59,28.22,36.91,13.42,897.83,1003.49,15.64,43.18,11.89,NA,NA,40.66,0.41,65.97,23.87,18.06,0.4
"40745",1983,8,64.31,1.67,16.64,25.7,34.15,12.53,899.29,1006.07,14.72,46.54,11.09,NA,NA,34.89,0.41,67.23,26.74,16.35,0
"40745",1983,9,73.29,1.4,11.04,19.75,28.98,8.92,903.51,1013.23,11.66,52.5,9.46,NA,NA,24.91,1.04,73.47,31.63,10.63,0
"40745",1983,10,63.47,1.17,3.67,12.4,22.82,3.39,907.33,1020.69,8.17,57.47,8.87,NA,NA,16,0.78,81.45,32.97,3.37,0
"40745",1983,11,56,0.87,2.37,10.08,19.82,3.76,907.89,1022.28,8.21,67.44,6.58,NA,NA,13.45,2.58,87.2,45,1.53,5
"40745",1983,12,68.47,1.16,-2.97,2.22,9.44,-1.01,907.96,1025.88,6.06,80.54,5.47,NA,NA,7.92,3.23,94.19,60.19,-3.74,21.1
"40745",1984,1,73.63,1.04,-3.75,0.91,7.22,-2.76,906.06,1024.4,5.12,77.75,4.97,NA,NA,6.83,3.45,91.61,56.16,-4.42,19.4
"40745",1984,2,95.56,1.75,-7.31,-2.09,4.5,-5.93,909.44,1029.7,4.22,76.69,5.97,NA,NA,5.74,3.46,91.9,52.41,-8.17,15
"40745",1984,3,104.35,2.41,4.23,8.5,14.61,4.29,903.29,1017.79,8.58,76.74,3.38,NA,NA,11.62,5.61,92.45,56.87,3.87,57.9
"40745",1984,4,95.33,1.91,8.08,14.88,22.67,7.95,901.14,1012.61,10.9,66.42,6.86,NA,NA,18.23,3.83,88.17,44.33,7.57,48.5
"40745",1984,5,97.78,2.65,11.04,18.8,26.88,8.6,900.93,1010.77,11.42,54.81,8.4,NA,NA,23.19,3.54,78.61,32.55,10.07,4.2
"40745",1984,6,96.5,3.02,15.12,24.11,32.25,9.68,899.86,1007.46,12.24,42.89,12.17,NA,NA,31.74,0.48,63.73,24.53,14.4,0
"40745",1984,7,101.22,3.06,18.67,27.84,36.08,11.14,897.52,1003.38,13.43,37.54,11.59,NA,NA,39.42,0.63,58.68,20.87,17.43,0
"40745",1984,8,88.51,2.66,16.62,26.3,35.52,11.31,898.07,1004.53,13.62,42.17,11.42,NA,NA,36.45,0.17,65.16,23.03,16.06,0
"40745",1984,9,89.92,2.01,9.34,18.91,28.38,7.09,904.69,1014.95,10.29,48.87,9.69,NA,NA,23.63,0.6,71.5,28.8,8.87,0
"40745",1984,10,81.65,1.63,3.35,12.19,22.13,4,907.74,1021.23,8.38,60.35,7.83,NA,NA,15.75,1.2,83.65,35.84,2.74,1.5
"40745",1984,11,66.88,1.37,3.51,8.77,16.05,3.59,906.89,1021.66,8.02,72.55,4,NA,NA,11.96,4.28,89.07,52.79,2.83,26.1
"40745",1984,12,47.14,0.79,-7.24,-2.76,3.48,-5.94,910.17,1030.81,4.19,80.31,4.55,NA,NA,5.35,3.23,93.81,58.61,-8.35,21
"40745",1985,1,92.18,1.37,-4.98,0.29,7.28,-2.5,905.08,1023.59,5.27,82.42,4.9,NA,NA,6.62,3.48,94.06,64.35,-6.06,55.8
"40745",1985,2,135.4,3.2,-0.75,5.33,13.31,-0.71,898.94,1014.35,5.96,68.95,6.49,NA,NA,9.72,3.51,90.21,41.43,-1.36,24.7
"40745",1985,3,99.88,2.23,-0.56,4.53,11.21,0.66,906.81,1023.64,6.9,77.61,4.08,NA,NA,9.55,4.96,92.77,56.26,-1.1,55.6
"40745",1985,4,109.5,2.25,7.3,14.53,22.43,7.23,901.64,1013.31,10.38,65.38,7.22,NA,NA,17.9,3.6,87.04,42.39,6.87,46.5
"40745",1985,5,92.94,2.41,10.77,19.43,27.89,8.08,902.18,1011.95,11.11,52.95,9.35,NA,NA,24.04,2.52,80.06,28.71,10.13,18.2
"40745",1985,6,100.04,2.95,16.31,25.98,34.57,9.3,898.65,1005.4,11.95,38,11.81,NA,NA,35.78,1.01,60.43,19.13,15.47,0
"40745",1985,7,74.98,3.46,17.77,26.72,34.87,10.89,898.92,1005.39,13.3,40.58,12.07,NA,NA,36.97,0.36,62.16,21.71,17,0
"40745",1985,8,114.92,3.3,14.37,23.08,31.1,7.72,901.57,1009.8,10.76,41.14,11.36,NA,NA,29.78,1.03,66.39,20.26,13.71,2
"40745",1985,9,57.83,1.66,9.27,19.84,30.08,3.42,903.76,1013.67,8.05,38.05,10.65,NA,NA,25.18,0.1,63.27,17.37,8.67,0
"40745",1985,10,63.19,1.67,4.59,12.44,21.81,1.86,906.84,1020.12,7.23,52.81,7.36,NA,NA,15.82,2.15,76,29.68,3.73,0.2
"40745",1985,11,26.88,0.58,2.23,8.34,16.49,1.08,908.43,1023.71,6.77,63.89,5.36,NA,NA,11.8,3.65,81.8,43.13,1.53,15.4
"40745",1985,12,20.36,0.71,-0.91,2.98,8.84,-0.44,906.32,1023.71,6.1,80.38,3.04,NA,NA,8.09,5,93.67,60.83,-1.87,74.2
"40745",1986,1,29.8,0.5,-3.68,2.07,10.36,-2.9,905.45,1023.2,5.06,72.6,5.84,NA,NA,7.65,2.73,92.55,45.32,-5.13,27.7
"40745",1986,2,15.31,0.36,-1.76,3.08,9.67,-1.4,904.47,1021.65,5.66,75.53,5.05,NA,NA,8.29,4.54,92.36,50.43,-2.68,82.4
"40745",1986,3,69.76,1.89,-1.04,3.08,8.51,-1.77,906.48,1023.85,5.56,72.88,4.09,NA,NA,7.94,5.08,91.1,50.5,-1.84,65.6
"40745",1986,4,44.92,1.55,6.43,12.72,19.38,6.08,904.76,1017.61,9.78,68.44,6.23,NA,NA,15.45,4.37,91.47,46.03,5.27,51.3
"40745",1986,5,64.07,1.96,12.34,19.87,27.66,8.57,902.2,1011.77,11.42,52.43,8.75,NA,NA,24.45,3.46,80.29,28.9,10.97,19.1
"40745",1986,6,80.5,2.54,14.49,23.65,31.63,6.48,898.38,1006.08,9.87,36.52,10.68,NA,NA,30.82,1.91,62.47,18.57,13.37,0.6
"40745",1986,7,76.81,2.5,18.84,26.87,33.95,7.25,899.87,1006.49,10.74,31.68,11.65,NA,NA,36.82,0.58,49.03,18.26,16.42,0.2
"40745",1986,8,76.21,2.09,16.42,24.27,31.66,3.34,901.1,1008.95,8.12,28.15,11.7,NA,NA,31.68,0.66,44.9,15.45,14.23,6.6
"40745",1986,9,79.88,1.66,12.21,20.72,29.23,3.69,904.52,1014.1,8.8,37.66,10.35,NA,NA,25.88,0.97,54.07,22.4,9.73,5.2
"40745",1986,10,64.68,1.12,9.18,15.81,23.63,5.4,906.89,1018.77,9.19,53.55,8.33,NA,NA,19.13,2.21,76.65,32.35,7.23,6.6
"40745",1986,11,68.33,0.95,2.62,7.72,14,-0.38,906.45,1021.8,6.17,59.68,5.96,NA,NA,11.65,4.23,80.8,40.17,0.79,3.3
"40745",1986,12,70.81,1.04,-1.56,2.83,8.34,-2.87,905.05,1022.4,5.25,68,5.26,NA,NA,8.11,3.48,84.77,49.5,-4.1,36.8
"40745",1987,1,89.15,1.22,-0.31,5.18,12.08,-2.93,905.66,1022.09,5.05,60.4,6.11,NA,NA,9.39,3.11,81.87,37.81,-2.97,6
"40745",1987,2,63.57,1.08,-0.14,4.84,11.79,-2.18,905.18,1021.62,5.38,63.51,5.74,NA,NA,9.19,4.21,82.85,41.15,-2.11,40.7
"40745",1987,3,116.49,1.97,4.9,9.13,15.13,2.37,900.09,1013.93,7.55,66.41,3.95,NA,NA,12.13,5.72,87.77,43.19,3.29,74.3
"40745",1987,4,93.46,2.03,7.58,13.57,20.39,4.19,903.23,1015.64,8.56,57.52,7.25,NA,NA,16.83,4.19,80.69,36.38,5.67,37.8
"40745",1987,5,85.6,1.5,14.27,21.13,28.11,4.86,902.85,1012.1,9.08,38.23,8.27,NA,NA,26.46,3.81,61.97,20.45,11.16,13.3
"40745",1987,6,90.58,2.19,16.78,24.74,31.85,2.49,901.1,1008.83,7.82,26.59,12.38,NA,NA,32.54,0.63,43.97,12.9,12.47,0.2
"40745",1987,7,94.03,2.4,19.25,26.56,33.58,6.4,899.67,1006.41,9.98,30.56,11.04,NA,NA,36.11,1.44,48.03,16.55,16.1,0.3
"40745",1987,8,95.97,2.21,18.68,26.27,33.68,6.11,899.76,1006.6,9.92,30.25,11.64,NA,NA,35.48,0.56,49.9,15.81,14.77,4.6
"40745",1987,9,85.17,1.5,13.02,19.96,27.62,3.91,904.33,1014.25,8.33,37.86,9.41,NA,NA,24.57,1.29,59.67,21.67,9.57,0.5
"40745",1987,10,70.89,1.19,3.99,9.35,16,-0.82,909.62,1024.66,6.03,54.77,6.4,NA,NA,12.98,3.43,73.77,35.77,0.84,30.4
"40745",1987,11,43.06,0.73,3.06,8.77,16.51,-0.84,908.31,1023.4,6.03,55.21,7.1,NA,NA,12.34,3.16,78.93,32.83,-1.14,0.7
"40745",1987,12,69.92,0.91,-0.71,5.63,13.46,-3.87,905.84,1022.07,4.79,54.2,6.01,NA,NA,9.88,3.12,74.03,36.17,-4.03,11.1
"40745",1988,1,72.82,1,-1.95,1.83,6.92,-2.9,904.89,1022.67,5.05,72.88,3.67,NA,NA,7.19,4.27,90.35,50.52,-4.1,37.8
"40745",1988,2,74.57,1.16,-1.98,2.3,7.95,-2.98,904.57,1022.14,5.15,70.58,4.45,NA,NA,7.9,4.88,87.71,48.86,-3.69,68.7
"40745",1988,3,109.4,1.94,4.11,8.99,15.65,1.94,900.24,1014.2,7.28,64.88,6.18,NA,NA,12.05,4.41,88.1,40.48,1.74,45.3
"40745",1988,4,88.38,1.41,9.72,14.77,20.91,7.18,903.19,1014.95,10.68,63.42,6.02,NA,NA,18.03,4.9,83.77,42.7,7.5,122.8
"40745",1988,5,86.81,1.73,12.97,18.8,24.92,9.26,902.24,1012.22,11.92,56.67,9.75,NA,NA,22.93,2.67,75.07,39.63,10.1,16.1
"40745",1988,6,75.62,1.91,18.13,26.31,33.63,8.83,897.93,1004.5,11.77,35.62,11.91,NA,NA,35.89,1.21,52.5,22.83,14.47,0
"40745",1988,7,71.9,2.2,20.38,27.4,34.14,11.61,897.38,1003.36,14.03,39.35,11.88,NA,NA,37.71,1.24,54.87,25.77,16.81,1
